Authors,Author full names,Author(s) ID,Title,Year,Cited by,DOI,Link,stage1_status,stage1_matched_kws,stage2_status,stage2_matched_kws,final_status
Mazzeo F.; Graziano E.; Bodoardo S.; Papurello D.,"Mazzeo, Francesco (60057360600); Graziano, Eduardo (57211554567); Bodoardo, Silvia (55887761000); Papurello, Davide (6506235261)",60057360600; 57211554567; 55887761000; 6506235261,"Calibration methodology of static, dynamic and ageing parameters of an electrochemical model for a Li-ion cell based on an experimental approach",2025,6,10.1016/j.renene.2025.122793,https://www.scopus.com/pages/publications/105000054620?origin=resultslist,passed_stage1,"capacity, discharge",passed_stage2,"capacity, voltage, specific capacity",relevant
Ulrich J.; Lindner A.; Brake T.; Winter M.; Wiemers-Meyer S.; Weber A.; Krewer U.,"Ulrich, Julian (59243880600); Lindner, Adrian (57734439400); Brake, Tobias (58174340800); Winter, Martin (7202442881); Wiemers-Meyer, Simon (56731104700); Weber, André (7403706422); Krewer, Ulrike (23982794300)",59243880600; 57734439400; 58174340800; 7202442881; 56731104700; 7403706422; 23982794300,Early detection of lithium plating during fast charging of lithium-ion batteries using nonlinear frequency response analysis,2025,9,10.1016/j.jpowsour.2025.237358,https://www.scopus.com/pages/publications/105004921079?origin=resultslist,passed_stage1,"charge, discharge, impedance, current, voltage",passed_stage2,"charge, discharge, current, voltage",relevant
Selvarajoo K.; Wanatasanappan V.V.; Luon N.Y.; Kumar A.; Paramasivam P.; Agrawal A.; Ayanie A.G.,"Selvarajoo, Khesarubini (57213418247); Wanatasanappan, V Vicki (57217224948); Luon, Ng Yee (58482945800); Kumar, Abhinav (58951802600); Paramasivam, Prabhu (57283686300); Agrawal, Ashish (60404058700); Ayanie, Abinet Gosaye (59404129000)",57213418247; 57217224948; 58482945800; 58951802600; 57283686300; 60404058700; 59404129000,Cooling performance of 18650 lithium-ion battery module using Al2O3-GO hybrid and mono nanofluids: A numerical study with experimental validation,2025,4,10.1016/j.csite.2025.105842,https://www.scopus.com/pages/publications/85217745768?origin=resultslist,passed_stage1,curve,passed_stage2,discharge,relevant
Sheikh A.M.A.; Donkers M.C.F.; Bergveld H.J.,"Sheikh, A.M.A. (59177507700); Donkers, M.C.F. (57191615995); Bergveld, H.J. (6602370711)",59177507700; 57191615995; 6602370711,Towards temperature-dependent linear parameter-varying models for lithium-ion batteries using novel experimental design,2025,4,10.1016/j.est.2025.116311,https://www.scopus.com/pages/publications/105000887480?origin=resultslist,passed_stage1,"current, voltage, curve",passed_stage2,voltage,relevant
Iwakiri I.G.I.; Delgado N.M.; Nogueira I.B.R.,"Iwakiri, Igor Gabriel Ito (57216921547); Delgado, Nuno M. (57219858378); Nogueira, Idelfonso B.R. (57035118100)",57216921547; 57219858378; 57035118100,"Introducing a new model for solid-state batteries: Parameter estimation and sensitivity analysis on diffusion, concentration, and electrochemical kinetics",2024,5,10.1016/j.electacta.2024.145202,https://www.scopus.com/pages/publications/85206238856?origin=resultslist,passed_stage1,"charge, discharge, plot, current, curve",passed_stage2,"charge, discharge",relevant
Lei D.; Zhang M.; Guo Q.; Gao Y.; Bai Z.; Yang Q.; Fu K.; Lyu C.,"Lei, Da (59327809400); Zhang, Meng (59327685900); Guo, Qiang (59327809500); Gao, Yibin (59636103400); Bai, Zhigang (59327686000); Yang, Qi (59328567700); Fu, Ke (59328321600); Lyu, Chao (55509789700)",59327809400; 59327685900; 59327809500; 59636103400; 59327686000; 59328567700; 59328321600; 55509789700,Model-free detection and quantitative assessment of micro short circuits in lithium-ion battery packs based on incremental capacity and unsupervised clustering,2024,5,10.1016/j.ijoes.2024.100794,https://www.scopus.com/pages/publications/85204010414?origin=resultslist,passed_stage1,"charge, voltage, current",passed_stage2,"voltage, current",relevant
Dar T.H.; Singh S.,"Dar, Tasadeek Hassan (58866355600); Singh, Satyavir (57218165737)",58866355600; 57218165737,Optimized parameter estimation of lithium-ion batteries using an improved cuckoo search algorithm under variable temperature profile,2025,5,10.1016/j.prime.2025.100902,https://www.scopus.com/pages/publications/85215257635?origin=resultslist,passed_stage1,"voltage, discharge, current, curve",passed_stage2,"charge, capacity, discharge, current, voltage",relevant
Simanjuntak E.K.; Danner T.; Wang P.; Buchmeiser M.R.; Latz A.,"Simanjuntak, Esther Kezia (57953952200); Danner, Timo (55634313400); Wang, Peiwen (57210910585); Buchmeiser, Michael R. (7004449750); Latz, Arnulf (55892543200)",57953952200; 55634313400; 57210910585; 7004449750; 55892543200,A novel modeling approach for sulfurized polyacrylonitrile (SPAN) electrodes in Li metal batteries,2024,6,10.1016/j.electacta.2024.144571,https://www.scopus.com/pages/publications/85196172563?origin=resultslist,passed_stage1,"capacity, discharge, current, voltage, specific capacity",passed_stage2,"charge, capacity, discharge, voltage, specific capacity",relevant
Lundkvist A.; Larsson P.-L.; Olsson E.,"Lundkvist, Axel (58186574100); Larsson, Per-Lennart (7202584944); Olsson, Erik (55339092100)",58186574100; 7202584944; 55339092100,Discrete element modelling of the mechanical evolution of a lithium-ion battery electrode layer following charge cycling,2025,5,10.1016/j.powtec.2025.121417,https://www.scopus.com/pages/publications/105012285679?origin=resultslist,passed_stage1,charge,passed_stage2,charge,relevant
Khan W.; Aziz A.; Yousaf M.Z.; Renhai F.; Mao Y.; Latif M.W.; Tonghao W.; Khan B.; Mabunda N.E.; Ali A.,"Khan, Wajid (58246749300); Aziz, Abdul (59046085000); Yousaf, Muhammad Zain (57204241229); Renhai, Feng (55706033500); Mao, Yunshou (57001982800); Latif, Muhammad Waqas (60240649300); Tonghao, Wu (57286053300); Khan, Baseem (55647924400); Mabunda, Nkateko Eshias (57191253904); Ali, Ahmed (55452417200)",58246749300; 59046085000; 57204241229; 55706033500; 57001982800; 60240649300; 57286053300; 55647924400; 57191253904; 55452417200,Hybrid XGBoost–LSTM model for state-of-health prediction of lithium-ion batteries under different thermal conditions,2026,5,10.1016/j.ijoes.2025.101218,https://www.scopus.com/pages/publications/105024873158?origin=resultslist,passed_stage1,"capacity, plot, current, voltage, curve",passed_stage2,"capacity, voltage, impedance, current",relevant
Jia S.; Abdolhosseini M.; Saglio L.; Li Y.; Kamel M.; Lavertu J.-D.; Bazylevych S.; Saïbi V.; Cabelguen P.-E.; Kumakura S.; McCalla E.,"Jia, Shipeng (57363375300); Abdolhosseini, Marzieh (57204433374); Saglio, Leyth (59534186500); Li, Yixuan (57211571039); Kamel, Marc (57828688500); Lavertu, Jean-Danick (57304572900); Bazylevych, Stephanie (58794047700); Saïbi, Valentin (58685322600); Cabelguen, Pierre-Etienne (55900820200); Kumakura, Shinichi (56378885700); McCalla, Eric (6507110186)",57363375300; 57204433374; 59534186500; 57211571039; 57828688500; 57304572900; 58794047700; 58685322600; 55900820200; 56378885700; 6507110186,High-throughput study examining the wide benefit of Li substitution in oxide cathodes for Na-ion batteries,2025,5,10.1016/j.electacta.2025.146077,https://www.scopus.com/pages/publications/105001163552?origin=resultslist,passed_stage1,"capacity, voltage, discharge",passed_stage2,"capacity, specific capacity",relevant
Xu Y.; Zhang Y.; Zeng M.; Huang X.; Wang Z.,"Xu, Ying (58094862500); Zhang, Ying (55976796700); Zeng, Min (59802673100); Huang, Xingyuan (30967457400); Wang, Zhiqiang (59841034900)",58094862500; 55976796700; 59802673100; 30967457400; 59841034900,An electrothermal coupling model for estimating the internal temperature of lithium-ion battery based on microthermal resistance method,2024,6,10.1016/j.elecom.2024.107776,https://www.scopus.com/pages/publications/85198511372?origin=resultslist,passed_stage1,"charge, discharge",passed_stage2,current,relevant
Lyu Y.; Dong S.; Gao L.T.; Guo Z.-S.,"Lyu, Yuhang (58770623500); Dong, Shaohai (59296717800); Gao, Li Ting (57217846586); Guo, Zhan-Sheng (7404657201)",58770623500; 59296717800; 57217846586; 7404657201,Three-dimensional discrete element simulation of electrode structural evolution in lithium-ion batteries during drying and calendering,2025,5,10.1016/j.ijepes.2025.110521,https://www.scopus.com/pages/publications/85217027398?origin=resultslist,passed_stage1,current,passed_stage2,current,relevant
He W.; Han T.; Song H.; Wang Q.; Kang J.; Wang J.V.; Chen W.,"He, Wei (59392853200); Han, Tao (59393668400); Song, Haiqin (58929864300); Wang, Qian (57831667500); Kang, Jianqiang (23004699100); Wang, Jing V. (56971651100); Chen, Weihua (55715983400)",59392853200; 59393668400; 58929864300; 57831667500; 23004699100; 56971651100; 55715983400,An extended single-particle model of lithium-ion batteries based on simplified solid-liquid diffusion process,2024,4,10.1016/j.isci.2024.110764,https://www.scopus.com/pages/publications/85208054227?origin=resultslist,passed_stage1,"charge, current, discharge, voltage",passed_stage2,"voltage, discharge",relevant
Padalkar A.B.; Chaudhari M.B.; Funde A.M.,"Padalkar, Akshay B. (58172591500); Chaudhari, Mangesh B. (25722988600); Funde, Adinath M. (16039498700)",58172591500; 25722988600; 16039498700,Investigations on the unique design of heat pipe-assisted thermal management system with novel Chaudhari-Padalkar-Funde number and heat transfer correlations,2025,4,10.1016/j.rineng.2025.106327,https://www.scopus.com/pages/publications/105011585064?origin=resultslist,passed_stage1,discharge,passed_stage2,discharge,relevant
Rogall M.; Barai A.; Brucoli M.; Luk P.; Bhagat R.; Greenwood D.,"Rogall, Martin (57207106048); Barai, Anup (56151829100); Brucoli, Maria (24467591800); Luk, Patrick (7003924134); Bhagat, Rohit (25228214600); Greenwood, David (7102348846)",57207106048; 56151829100; 24467591800; 7003924134; 25228214600; 7102348846,DREMUS: A Data-Restricted Multi-Physics Simulation Model for Lithium-Ion Battery Storage,2020,5,10.1016/j.est.2020.102051,https://www.scopus.com/pages/publications/85096571646?origin=resultslist,passed_stage1,curve,passed_stage2,"capacity, charge, discharge",relevant
Sheikh A.M.A.; Donkers M.C.F.; Bergveld H.J.,"Sheikh, A.M.A. (59177507700); Donkers, M.C.F. (57191615995); Bergveld, H.J. (6602370711)",59177507700; 57191615995; 6602370711,A comprehensive approach to sparse identification of linear parameter-varying models for lithium-ion batteries using improved experimental design,2024,6,10.1016/j.est.2024.112581,https://www.scopus.com/pages/publications/85196277395?origin=resultslist,passed_stage1,"charge, discharge, current, voltage",passed_stage2,voltage,relevant
Wiegelmann S.; Bensmann A.; Hanke-Rauschenbach R.,"Wiegelmann, Sven (58820974900); Bensmann, Astrid (57476352600); Hanke-Rauschenbach, Richard (25223256100)",58820974900; 57476352600; 25223256100,Performance characterization of lithium-ion battery cells within restricted operating range using an extended ragone plot,2025,4,10.1016/j.apenergy.2025.125704,https://www.scopus.com/pages/publications/105000658092?origin=resultslist,passed_stage1,"charge, discharge, current, voltage, curve",passed_stage2,"charge, voltage, current",relevant
Apribowo C.H.B.; Ashidqi M.D.; Nizam M.; Purwanto A.,"Apribowo, Chico Hermanu Brillianto (57215547448); Ashidqi, M. Dzaky (57207584295); Nizam, Muhammad (6603804256); Purwanto, Agus (6701338308)",57215547448; 57207584295; 6603804256; 6701338308,Data-driven modeling of lithium-ion battery degradation using XGBoost with extended Kalman filter-based internal resistance correction,2025,5,10.1016/j.rineng.2025.108100,https://www.scopus.com/pages/publications/105021947288?origin=resultslist,passed_stage1,"capacity, voltage, discharge",passed_stage2,"capacity, voltage",relevant
Mattia L.; Ospina Agudelo B.; Beiranvand H.; Liserre M.; Zamboni W.,"Mattia, Luigi (58486502300); Ospina Agudelo, Brian (57511830000); Beiranvand, Hamzeh (56862208300); Liserre, Marco (6603906502); Zamboni, Walter (8571283800)",58486502300; 57511830000; 56862208300; 6603906502; 8571283800,Lithium-ion battery impedance as a battery temperature indicator,2025,5,10.1016/j.est.2025.117879,https://www.scopus.com/pages/publications/105012148552?origin=resultslist,passed_stage1,"charge, capacity, impedance, plot, current",passed_stage2,"capacity, charge",relevant
Mallarapu A.; Park S.-Y.; Lim J.; Han S.B.; Lee S.M.; Choi B.-H.; Han Y.; Sunderlin N.; Santhanagopalan S.,"Mallarapu, Anudeep (57195466538); Park, Sang-Youn (56941083700); Lim, Jaeyoung (55475190300); Han, Seong Bin (59761457700); Lee, Sang Min (57203597735); Choi, Byoung-Ho (26640992400); Han, Yongha (57200936150); Sunderlin, Nathaniel (57220866123); Santhanagopalan, Shriram (6507081423)",57195466538; 56941083700; 55475190300; 59761457700; 57203597735; 26640992400; 57200936150; 57220866123; 6507081423,Numerical and experimental analysis of mechanically induced failure in electric vehicle battery modules,2025,4,10.1016/j.jpowsour.2025.237245,https://www.scopus.com/pages/publications/105003940263?origin=resultslist,passed_stage1,"current, voltage",passed_stage2,"voltage, current",relevant
Van C.N.; Quang D.T.,"Van, Chi Nguyen (57211921092); Quang, Duy Ta (58309903900)",57211921092; 58309903900,State of charge estimation for Lithium-Ion battery cell considering the influence of aging parameters and operating temperature,2023,5,10.1016/J.IJOES.2023.100379,https://www.scopus.com/pages/publications/85178195119?origin=resultslist,passed_stage1,"charge, capacity, discharge, plot, impedance, current, voltage",passed_stage2,"charge, discharge, current, voltage, curve",relevant
Liang Y.; Wang R.; Qu G.; Zhou Z.; Liu Y.; Yan W.,"Liang, Yongjian (58570003800); Wang, Rukun (58569661800); Qu, Guanglong (58570071300); Zhou, Zijian (58569728700); Liu, Yun (56480334200); Yan, Wenjun (55626202400)",58570003800; 58569661800; 58570071300; 58569728700; 56480334200; 55626202400,A Cauchy perturbation cuckoo search particle filtering algorithm for remaining useful life prediction of lithium-ion battery considering capacity regeneration,2023,6,10.1016/j.ijoes.2023.100304,https://www.scopus.com/pages/publications/85170434609?origin=resultslist,passed_stage1,capacity,passed_stage2,"capacity, current",relevant
Vignesh K.; Mathivanan T.; Ganeshbabu M.; Prasanna Naga Puneeth N.; Ramkumar B.; Lee Y.S.; Kalai Selvan R.,"Vignesh, Krishnan (59513305500); Mathivanan, Tamilarasan (57466737600); Ganeshbabu, Mariappan (57216976628); Prasanna Naga Puneeth, Nuthalapati (58282970900); Ramkumar, Balasubramaniam (57218659502); Lee, Yun Sung (55716160200); Kalai Selvan, Ramakrishnan (57190244900)",59513305500; 57466737600; 57216976628; 58282970900; 57218659502; 55716160200; 57190244900,Nature-inspired three-dimensional foam-like porous carbon surface modified separator for high-performance Li-S batteries,2025,4,10.1016/j.cartre.2025.100545,https://www.scopus.com/pages/publications/105009879424?origin=resultslist,passed_stage1,"charge, capacity, discharge, plot, specific capacity, curve",passed_stage2,"charge, capacity, discharge, current, voltage, specific capacity",relevant
Wang C.; Wu C.; Yi J.; Su X.; Cao X.; Zhang K.,"Wang, Chao (58701065200); Wu, Chao (55713083400); Yi, Jingguang (57211185862); Su, Xiaoli (59707282800); Cao, Xiangyang (57339315500); Zhang, Kaixin (58701404000)",58701065200; 55713083400; 57211185862; 59707282800; 57339315500; 58701404000,Study in a novel lithium-ion semi-solid-state batteries: Specific equivalent circuit modeling and improved SOC estimation method,2025,5,10.1016/j.ijoes.2025.101001,https://www.scopus.com/pages/publications/105000875803?origin=resultslist,passed_stage1,"charge, discharge, impedance, voltage, curve",passed_stage2,"voltage, discharge",relevant
Kulkarni A.; Nadeem A.; Di Fonso R.; Zheng Y.; Teodorescu R.,"Kulkarni, Abhijit (57195596319); Nadeem, Ahsan (57214984687); Di Fonso, Roberta (57221643159); Zheng, Yusheng (57211625201); Teodorescu, Remus (7003748060)",57195596319; 57214984687; 57221643159; 57211625201; 7003748060,Novel low-complexity model development for Li-ion cells using online impedance measurement,2024,6,10.1016/j.est.2024.112029,https://www.scopus.com/pages/publications/85193538922?origin=resultslist,passed_stage1,"impedance, plot, current, voltage, curve",passed_stage2,"plot, voltage, impedance, current",relevant
