"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link"
"Allen C.H.; Oliver M.; Gericke D.O.; Brouwer N.; Divol L.; Kemp G.E.; Landen O.L.; Morrison L.; Ping Y.; Schölmerich M.O.; Shaffer N.; Spindloe C.; Sterne P.A.; Theobald W.R.; Döppner T.; White T.G.","Allen, Cameron H. (57205380127); Oliver, Matthew (57214459766); Gericke, Dirk O. (7102843669); Brouwer, Nils (56041293800); Divol, Laurent (8059487800); Kemp, Gregory E. (36625733400); Landen, Otto L. (35376873700); Morrison, Landon (59655762100); Ping, Yuan (9840677100); Schölmerich, Markus O. (57202253474); Shaffer, Nathaniel (57193056762); Spindloe, Christopher (8854991300); Sterne, Philip A. (7003471869); Theobald, Wolfgang R. (7006454182); Döppner, Tilo (8361035500); White, Thomas G. (55370377800)","57205380127; 57214459766; 7102843669; 56041293800; 8059487800; 36625733400; 35376873700; 59655762100; 9840677100; 57202253474; 57193056762; 8854991300; 7003471869; 7006454182; 8361035500; 55370377800","Measurement of interfacial thermal resistance in high-energy-density matter","2025","6","10.1038/s41467-025-56051-1","https://www.scopus.com/pages/publications/85218866052?origin=resultslist"
"Koito Y.; Yoshida H.; Pei Z.","Koito, Yasushi (6506804801); Yoshida, Hiroaki (57537568900); Pei, Zhengyuan (57537985900)","6506804801; 57537568900; 57537985900","AN EXPERIMENTAL STUDY OF A POLYMER PULSATING HEAT PIPE 3D-PRINTED ON A THIN POLYMER SHEET","2021","5","10.1615/MultScienTechn.2021040052","https://www.scopus.com/pages/publications/85126683891?origin=resultslist"
"Lee M.H.; Heo H.; Bang I.C.","Lee, Min Ho (57196437338); Heo, Hyo (56708219500); Bang, In Cheol (7003990005)","57196437338; 56708219500; 7003990005","Effect of the heat transfer liquid fin on critical heat flux enhancement under ERVC condition","2020","8","10.1016/j.ijheatmasstransfer.2020.119304","https://www.scopus.com/pages/publications/85078076348?origin=resultslist"
"Sahin F.; Namli L.","Sahin, Fevzi (57215829500); Namli, Lutfu (6506464375)","57215829500; 6506464375","Experimental investigation of heat transfer characteristics of magnetic nanofluids (MNFs) under a specially designed revolving magnetic field effect","2023","11","10.1016/j.jmmm.2023.170961","https://www.scopus.com/pages/publications/85163565543?origin=resultslist"
"Zaza A.; Laadel N.E.; Agalit H.; Bennouna E.G.; Hammami Y.E.","Zaza, Afaf (57203456644); Laadel, Nour Eddine (57195494310); Agalit, Hassan (57073862100); Bennouna, El Ghali (57189293101); Hammami, Youness El (55195591300)","57203456644; 57195494310; 57073862100; 57189293101; 55195591300","Fouling mitigation on different heat exchanging surfaces materials used in the hybrid cooling tower test facility","2019","7","10.1063/1.5117602","https://www.scopus.com/pages/publications/85070614735?origin=resultslist"
"Saito H.; Tokura I.; Kishinami K.; Uemura S.","Saito, Hakaru (7407456561); Tokura, Ikuo (6602128891); Kishinami, Koki (56617243700); Uemura, Shigehiro (7201645843)","7407456561; 6602128891; 56617243700; 7201645843","A Study on Frost Formation (On Dimensionless Parameters Correlating Density and Thickness of Frost Layer)","1984","6","10.1299/kikaib.50.1190","https://www.scopus.com/pages/publications/0021412967?origin=resultslist"
"Umer A.; Naveed S.; Ramzan N.","Umer, Asim (55533023600); Naveed, Shahid (6507429822); Ramzan, Naveed (15063455300)","55533023600; 6507429822; 15063455300","Experimental study of laminar forced convective heat transfer of deionized water based copper (I) oxide nanofluids in a tube with constant wall heat flux","2016","12","10.1007/s00231-015-1713-1","https://www.scopus.com/pages/publications/84947746442?origin=resultslist"
"Khandekar S.; Moharana M.K.","Khandekar, Sameer (7003538600); Moharana, Manoj Kumar (36620361100)","7003538600; 36620361100","Axial back conduction through channel walls during internal convective microchannel flows","2015","9","10.1007/978-81-322-2289-7_13","https://www.scopus.com/pages/publications/85027317859?origin=resultslist"
"Tao N.; Wang L.; Wu Z.; Wang C.; Ma Y.; Zhang C.; Sun J.-G.","Tao, Ning (57206525154); Wang, Li (57338083800); Wu, Zhuoqiao (57381440400); Wang, Congsi (57218328572); Ma, Yijiao (58093819900); Zhang, Cunlin (10044553400); Sun, Jian-gang (57203521063)","57206525154; 57338083800; 57381440400; 57218328572; 58093819900; 10044553400; 57203521063","Analysis of step-heating thermography methods for defect depth prediction","2023","11","10.1016/j.ndteint.2023.102800","https://www.scopus.com/pages/publications/85147539159?origin=resultslist"
"Tanjaya N.K.; Kaur M.; Nagao T.; Ishii S.","Tanjaya, Nicholaus Kevin (57220864559); Kaur, Manpreet (56142733500); Nagao, Tadaaki (56426763800); Ishii, Satoshi (35773425300)","57220864559; 56142733500; 56426763800; 35773425300","Photothermal heating and heat transfer analysis of anodic aluminum oxide with high optical absorptance","2022","6","10.1515/nanoph-2022-0244","https://www.scopus.com/pages/publications/85132214410?origin=resultslist"
"Koçak Soylu S.; Yeşil Acar Z.; Asiltürk M.; Atmaca İ.","Koçak Soylu, Sezgi (55336856600); Yeşil Acar, Zerin (57638980400); Asiltürk, Meltem (8261847900); Atmaca, İbrahim (7801455908)","55336856600; 57638980400; 8261847900; 7801455908","Effects of doping on the thermophysical properties of Ag and Cu doped TiO2 nanoparticles and their nanofluids","2022","12","10.1016/j.molliq.2022.120615","https://www.scopus.com/pages/publications/85140331938?origin=resultslist"
"Nauman M.; Pan J.; Lu Q.; Zhang Y.; Quaye E.K.; Li F.; Yang W.","Nauman, Muhammad (37047499600); Pan, Jianfeng (8931276800); Lu, Qingbo (55350302700); Zhang, Yi (56623221200); Quaye, Evans K. (57208534681); Li, Feiyang (57226007768); Yang, Wenming (26533639100)","37047499600; 8931276800; 55350302700; 56623221200; 57208534681; 57226007768; 26533639100","Effects of thermophysical properties on heterogeneous reaction dynamics of methane/oxygen mixtures in a micro catalytic combustion chamber","2024","6","10.1016/j.joei.2024.101871","https://www.scopus.com/pages/publications/85207888120?origin=resultslist"
"Liu L.; Huang H.; He Z.; Li S.; Li J.; Chen J.; Deng L.; Osaka Y.; Kobayashi N.","Liu, Lin (57212122846); Huang, Hongyu (55701984200); He, Zhaohong (54408612100); Li, Shijie (57191589421); Li, Jun (55983762300); Chen, Jiechao (56229658200); Deng, Lisheng (56506185100); Osaka, Yugo (35885775100); Kobayashi, Noriyuki (7404311113)","57212122846; 55701984200; 54408612100; 57191589421; 55983762300; 56229658200; 56506185100; 35885775100; 7404311113","The heat and mass transfer performance of facile synthesized silica gel/carbon-fiber based consolidated composite adsorbents developed by freeze-drying method","2018","8","10.1080/15567265.2018.1490938","https://www.scopus.com/pages/publications/85053027500?origin=resultslist"
"Peng R.; Zhu X.; Zhou M.; Zhao L.; Xiao X.; Chen M.","Peng, Ruitao (23976597000); Zhu, Xixi (58758760500); Zhou, Minzi (57404949500); Zhao, Linfeng (57223262551); Xiao, Xiangwu (57005879100); Chen, Meiliang (56183372400)","23976597000; 58758760500; 57404949500; 57223262551; 57005879100; 56183372400","Preparation and tribological properties of hybrid nanofluid of BNNs and SiC modified by plasma","2024","10","10.1016/j.triboint.2023.109168","https://www.scopus.com/pages/publications/85179477644?origin=resultslist"
"Höller J.; Niedermeyer J.; Redenbach C.; Ecke N.; Schlarb A.K.; Andrä H.; Klein P.","Höller, Johannes (57192808051); Niedermeyer, Jan (57211298534); Redenbach, Claudia (25626801700); Ecke, Nicholas (57193086483); Schlarb, Alois K. (9242396900); Andrä, Heiko (24754659600); Klein, Peter (57195612539)","57192808051; 57211298534; 25626801700; 57193086483; 9242396900; 24754659600; 57195612539","The effective thermal conductivity of double-reinforced composites","2020","8","10.1007/s00231-020-02897-8","https://www.scopus.com/pages/publications/85087652355?origin=resultslist"
"Torres E.; Carrillo-Berdugo I.; Zorrilla D.; Sánchez-Márquez J.; Navas J.","Torres, Estefanía (57212477261); Carrillo-Berdugo, Iván (57201205844); Zorrilla, David (16508365500); Sánchez-Márquez, Jesús (6505524983); Navas, Javier (23097999500)","57212477261; 57201205844; 16508365500; 6505524983; 23097999500","CuO-containing oil-based nanofluids for concentrating solar power: An experimental and computational integrated insight","2021","12","10.1016/j.molliq.2020.114643","https://www.scopus.com/pages/publications/85094936661?origin=resultslist"
"Zhang D.; Duan X.","Zhang, Daqian (57191414383); Duan, Xili (57191420425)","57191414383; 57191420425","Inverse heat transfer study of a power transmission line tower foundation","2020","5","10.1115/1.4047831","https://www.scopus.com/pages/publications/85098730901?origin=resultslist"
"Wang D.; Qu Z.; Ma Y.","Wang, Dadong (9133885500); Qu, Zhengxian (56996694600); Ma, Yanbao (56043717900)","9133885500; 56996694600; 56043717900","An enhanced Gray model for nondiffusive heat conduction solved by implicit lattice Boltzmann method","2016","7","10.1016/j.ijheatmasstransfer.2015.11.003","https://www.scopus.com/pages/publications/84949513229?origin=resultslist"
"Kadivar M.; Garg H.","Kadivar, Mohammadreza (59139254000); Garg, Himani (57984725800)","59139254000; 57984725800","Turbulent Heat Transfer over roughness: a comprehensive review of theories and turbulent flow structure","2025","8","10.1016/j.ijft.2024.100967","https://www.scopus.com/pages/publications/85213319991?origin=resultslist"
"Alsabery A.I.; Sidik N.A.C.; Hashim I.; Muhammad N.M.","Alsabery, Ammar I. (56705372300); Sidik, Nor Azwadi Che (57204852231); Hashim, Ishak (10043682500); Muhammad, Nura Muaz (57202264290)","56705372300; 57204852231; 10043682500; 57202264290","Impacts of two-phase nanofluid approach toward forced convection heat transfer within a 3D wavy horizontal channel","2022","11","10.1016/j.cjph.2021.10.049","https://www.scopus.com/pages/publications/85126536822?origin=resultslist"
"Mukherjee S.; Mishra P.C.; Ali N.; Aljuwayhel N.F.; Ebrahim S.A.; Chaudhuri P.","Mukherjee, S. (57189523360); Mishra, P.C. (56151375100); Ali, N. (57191829105); Aljuwayhel, N.F. (6505670859); Ebrahim, S.A. (57191621369); Chaudhuri, P. (7103211251)","57189523360; 56151375100; 57191829105; 6505670859; 57191621369; 7103211251","Thermo-physical properties and heat transfer potential of novel silica-ethylene glycol mono nanofluid: Experiments and multi-layer perceptron (MLP) modelling","2022","9","10.1016/j.colsurfa.2022.129412","https://www.scopus.com/pages/publications/85131941669?origin=resultslist"
"Šálek V.; Hasalová L.; Štejfa V.; Pivák A.; Hejtmánek P.; Ira J.; Jahoda M.","Šálek, Vojtěch (57211668521); Hasalová, Lucie (55515861300); Štejfa, Vojtěch (42262915900); Pivák, Adam (57202302157); Hejtmánek, Petr (56205992500); Ira, Jiří (55516153600); Jahoda, Milan (57204342627)","57211668521; 55515861300; 42262915900; 57202302157; 56205992500; 55516153600; 57204342627","Sensitivity study of measured wooden board thermal properties on solid heat transfer model predictions","2024","5","10.1016/j.firesaf.2023.104055","https://www.scopus.com/pages/publications/85177857775?origin=resultslist"
"Kamran M.; Qayoum A.","Kamran, Mohammad (58357897300); Qayoum, Adnan (36791063200)","58357897300; 36791063200","Experimental investigation of natural convection behavior of novel silver-doped Titanium dioxide hybrid nanofluid","2024","7","10.1007/s10973-024-13198-1","https://www.scopus.com/pages/publications/85194540406?origin=resultslist"
"Ren Z.; Wang E.; Liu J.","Ren, Zhifeng (57287658400); Wang, Enliang (57194176353); Liu, Jiankun (27172406800)","57287658400; 57194176353; 27172406800","Experimental study and simulation of thermal conductivity of saturated frozen soil","2023","8","10.1115/1.4062975","https://www.scopus.com/pages/publications/85170638447?origin=resultslist"
"Dong Y.; Zhang P.; Chen M.; Lian W.","Dong, Yuqi (58543751700); Zhang, Ping (55838863200); Chen, Mengjun (57202333632); Lian, Wenlei (24338206400)","58543751700; 55838863200; 57202333632; 24338206400","Numerical study of thermal contact resistance considering spots and gap conduction effects","2024","11","10.1016/j.triboint.2024.109304","https://www.scopus.com/pages/publications/85183960327?origin=resultslist"
"Bresme F.; Römer F.","Bresme, Fernando (6701659477); Römer, Frank (54279398200)","6701659477; 54279398200","Heat transport in liquid water at extreme pressures: A non equilibrium molecular dynamics study","2013","12","10.1016/j.molliq.2012.09.013","https://www.scopus.com/pages/publications/84880925245?origin=resultslist"
"Zhu Z.; Zhang L.; Zhang C.; Li R.; Gu S.","Zhu, Zhi (55721598400); Zhang, Liwen (14832060600); Zhang, Chi (57219151010); Li, Ruiqin (57212751706); Gu, Sendong (37112230600)","55721598400; 14832060600; 57219151010; 57212751706; 37112230600","Experimental investigation of transient contact heat transfer between 300M and 5CrNiMo","2016","14","10.1016/j.ijheatmasstransfer.2016.01.047","https://www.scopus.com/pages/publications/84956993752?origin=resultslist"
"Li S.; Wang J.; Wen Y.; Shin S.","Li, Sichao (58148102000); Wang, Jingxuan (58621775600); Wen, Yue (58298045300); Shin, Sunmi (55459496600)","58148102000; 58621775600; 58298045300; 55459496600","Long Propagating Polaritonic Heat Transfer: Shaping Radiation to Conduction","2024","10","10.1021/acsnano.4c04604","https://www.scopus.com/pages/publications/85194252741?origin=resultslist"
"Huang Y.; Li H.; Hu J.; Xu C.; Wang X.","Huang, Yuxuan (57996755500); Li, Hongchao (57476809800); Hu, Jincheng (57911954400); Xu, Chaoyu (58561289500); Wang, Xiaochuan (55736907100)","57996755500; 57476809800; 57911954400; 58561289500; 55736907100","Study on Enhanced Heat Transfer and Stability Characteristics of Al2O3–SiO2/Water Hybrid Nanofluids","2023","10","10.1007/s10765-023-03262-7","https://www.scopus.com/pages/publications/85173616113?origin=resultslist"
"Khodak A.; Kessel C.; Tillack M.","Khodak, A. (55617973800); Kessel, C. (7005169430); Tillack, M. (7006991282)","55617973800; 7005169430; 7006991282","Design and Analysis of the Liquid Metal Free-Surface Divertor Cooling System","2019","5","10.1080/15361055.2019.1643689","https://www.scopus.com/pages/publications/85074883449?origin=resultslist"
"Jafari K.; Fatemi M.H.; Lugo L.","Jafari, Kimia (57213192695); Fatemi, Mohammad Hossein (7006635031); Lugo, Luis (26643261700)","57213192695; 7006635031; 26643261700","Influence of MgO concentration and water content on thermal conductivity enhancement of nanofluids based on deep eutectic solvent (choline chloride:glycerol)","2022","13","10.1016/j.molliq.2022.120319","https://www.scopus.com/pages/publications/85138450506?origin=resultslist"
"Zhu P.; Zhang J.; Wei B.; Li B.; Zhu G.","Zhu, Peilin (59964773900); Zhang, Jiongjiong (57720364200); Wei, Baojie (57218375714); Li, Baowen (37030430600); Zhu, Guimei (55451899800)","59964773900; 57720364200; 57218375714; 37030430600; 55451899800","Liquid metal enabled thermal switch for active thermal management","2026","13","10.1016/j.ijheatmasstransfer.2025.127654","https://www.scopus.com/pages/publications/105012625565?origin=resultslist"
"Manay E.; Mandev E.; Temiz R.O.","Manay, Eyuphan (37111080900); Mandev, Emre (57202418475); Temiz, Resul Onder (57208919313)","37111080900; 57202418475; 57208919313","Analysis of mixed convection heat transfer of nanofluids in a minichannel for aiding and opposing flow conditions","2019","10","10.1007/s00231-019-02638-6","https://www.scopus.com/pages/publications/85066125598?origin=resultslist"
"Ahmed E.N.; Tanda G.","Ahmed, Essam Nabil (57216707427); Tanda, Giovanni (7004011204)","57216707427; 7004011204","An experimental and numerical study of laminar natural convection along vertical rib-roughened surfaces","2024","7","10.1016/j.ijheatmasstransfer.2024.125227","https://www.scopus.com/pages/publications/85183911003?origin=resultslist"
"Liao L.; Liu Z.-H.; Bao R.","Liao, Liang (7202542511); Liu, Zhen-Hua (7406673746); Bao, Ran (24821091100)","7202542511; 7406673746; 24821091100","Forced convective flow drag and heat transfer characteristics of CuO nanoparticle suspensions and nanofluids in a small tube","2010","14","10.1615/JEnhHeatTransf.v17.i1.30","https://www.scopus.com/pages/publications/77749333438?origin=resultslist"
